   147/499     14.4G    0.0266   0.01463   0.02124   0.06247        35      1024    0.3811    0.9821    0.8841    0.7473   0.01727   0.02159   0.02051
   148/499     14.4G   0.02667   0.01293   0.02231   0.06191        33      1024    0.4004    0.9821    0.8939    0.7635   0.01699   0.02098   0.02109
   149/499     14.4G   0.02932   0.01454   0.01938   0.06324        31      1024    0.3551    0.9821    0.8852     0.751   0.01857   0.02215   0.01997
   150/499     14.4G   0.02827   0.01639   0.01836   0.06302        44      1024    0.3372    0.9702    0.8736    0.6775   0.01798   0.02085   0.02007
   151/499     14.4G   0.02742    0.0158   0.01945   0.06267        26      1024    0.3772    0.9821    0.9065    0.7541   0.01563    0.0209   0.01856
   152/499     14.4G    0.0241   0.01369   0.01886   0.05664        35      1024    0.3784    0.9821    0.9062    0.7482   0.01727   0.02143   0.01815
   153/499     14.4G   0.02582   0.01456   0.01768   0.05807        27      1024    0.3944    0.9821    0.9236    0.7868   0.01629   0.02149   0.01786
   154/499     14.4G   0.02676   0.01476   0.01708   0.05861        17      1024    0.4009    0.9821    0.9182    0.7205   0.01679    0.0216   0.01769
   155/499     14.4G   0.02683   0.01427   0.01749   0.05859        35      1024    0.4171    0.9806    0.9103    0.7455    0.0158   0.02215   0.01844
   156/499     14.4G   0.02719   0.01471   0.01777   0.05968        33      1024    0.4019    0.9744    0.8983    0.7682   0.01419   0.02183   0.02312
   157/499     14.4G   0.02791   0.01342   0.01851   0.05984        28      1024    0.3918    0.9821    0.8941    0.7606   0.01686   0.02183   0.01879
   158/499     14.4G   0.02984   0.01314   0.01693    0.0599        31      1024    0.3805    0.9821     0.872    0.7096   0.01822   0.02217    0.0169
   159/499     14.4G   0.03052   0.01488   0.01684   0.06224        29      1024    0.4008    0.9703    0.8762    0.7201   0.01605   0.02219   0.01642
   160/499     14.4G   0.02906   0.01538   0.01862   0.06306        40      1024     0.408     0.994    0.9064     0.733   0.01593   0.02261   0.01714
   161/499     14.4G   0.02686   0.01494   0.01727   0.05906        39      1024    0.4375    0.9799    0.9282    0.7289   0.01576   0.02339   0.01754
   162/499     14.4G   0.02658   0.01442   0.01688   0.05789        31      1024    0.4322    0.9583    0.9004    0.6998    0.0156   0.02211   0.01837
   163/499     14.4G   0.02722   0.01428   0.01662   0.05812        29      1024    0.4512    0.9762    0.9235    0.7696   0.01469   0.02157   0.01734
   164/499     14.4G   0.02694    0.0128   0.01761   0.05735        26      1024    0.4502    0.9929    0.9102    0.7557    0.0163   0.02205   0.01674
   165/499     14.4G   0.03071    0.0149   0.01821   0.06381        42      1024    0.4544    0.9464    0.8781    0.7273   0.01688   0.02208   0.02213
   166/499     14.4G   0.03164   0.01535   0.01827   0.06526        41      1024    0.4423    0.9481    0.8709    0.7061   0.01617   0.02268   0.02168
   167/499     14.4G    0.0312   0.01703   0.01536   0.06359        45      1024    0.4452    0.9821    0.8913     0.722   0.01587   0.02216   0.01909
   168/499     14.4G   0.02734   0.01559   0.01528   0.05821        35      1024     0.449     0.994    0.9171    0.7222   0.01597   0.02312   0.01694
   169/499     14.4G   0.02701   0.01412   0.01589   0.05703        21      1024    0.4595    0.9702    0.9046    0.7518   0.01884   0.02334   0.01702
   170/499     14.4G   0.02716   0.01412   0.01548   0.05676        35      1024    0.4348    0.9702    0.9103     0.753   0.01653   0.02213   0.01662
   171/499     14.4G   0.02589   0.01331    0.0158   0.05499        27      1024    0.4597    0.9746    0.9129    0.7792    0.0164   0.02236   0.01754
   172/499     14.4G   0.02761   0.01501   0.01381   0.05642        49      1024    0.4601    0.9821      0.93      0.74   0.01516   0.02151   0.01751
   173/499     14.4G   0.02768   0.01369   0.01649   0.05787        33      1024    0.4592     0.994    0.9281    0.7529   0.01497   0.02163   0.01604
   174/499     14.4G   0.02511   0.01464   0.02093   0.06068        41      1024    0.4511    0.8988    0.8341    0.6983    0.0145   0.02121   0.01947
   175/499     14.4G   0.02348   0.01359   0.02534   0.06241        31      1024    0.4533    0.9524    0.8548    0.7116   0.01508   0.02095   0.02079
   176/499     14.4G   0.02315   0.01373   0.02341   0.06028        34      1024    0.4535     0.875    0.8234    0.7141   0.01624    0.0218   0.02987
   177/499     14.4G    0.0236   0.01353   0.01965   0.05677        36      1024    0.4638    0.9531    0.8482    0.7399   0.01557   0.02116   0.02673
   178/499     14.4G   0.02454   0.01345   0.01808   0.05608        25      1024    0.4522     0.994    0.8858    0.7459   0.01526   0.02059   0.02251
   179/499     14.4G   0.02208   0.01331   0.01806   0.05345        17      1024    0.4538    0.9821    0.9071    0.7702   0.01432   0.01993   0.01883
   180/499     14.4G   0.02057   0.01343   0.01769    0.0517        23      1024    0.4545    0.9821    0.9351    0.7863   0.01385    0.0201   0.01612
   181/499     14.4G   0.02146   0.01294   0.01761     0.052        23      1024    0.4404    0.9702     0.919    0.7449   0.01342   0.02028   0.01627
   182/499     14.4G   0.02425   0.01404   0.01374   0.05203        43      1024    0.4558    0.9702      0.92    0.7757   0.01485    0.0205   0.01723
   183/499     14.4G   0.02745   0.01417   0.01617    0.0578        25      1024    0.4742    0.9701    0.9403    0.7725   0.01621   0.02125    0.0155
